,epoch,loss,energy_mean,energy_std,CI,proposal_width,acceptance_rate,walltime,loss diff
0,0,0.0618024170398712,2.141314744949341,0.1823402792215347,1.999999999999993,0.6751606464385986,0.510009765625,0.1223995331674814,99.93819758296011
1,1,0.0615193806588649,2.0647521018981934,0.1797620803117752,1.999999999999993,0.69508296251297,0.498291015625,0.1114650103263557,0.0002830363810062
2,2,0.0673359706997871,2.0224485397338867,0.1971523463726043,1.999999999999993,0.6836236119270325,0.494873046875,0.1132853818126022,0.0058165900409221
3,3,0.0815433338284492,2.01216983795166,0.2300589978694915,1.999999999999993,0.700256884098053,0.52001953125,0.1097762500867247,0.0142073631286621
4,4,0.0778535455465316,2.0168821811676025,0.2356046885251999,1.999999999999993,0.6853200793266296,0.499755859375,0.1062580472789704,0.0036897882819175
5,5,0.0779893547296524,2.005784511566162,0.2229940146207809,1.999999999999993,0.7131779193878174,0.504638671875,0.107477300800383,0.0001358091831207
6,6,0.0784044116735458,2.011396169662476,0.2068678885698318,1.999999999999993,0.7098222374916077,0.499267578125,0.1055827378295362,0.0004150569438934
7,7,0.057350642979145,2.010272026062012,0.1666203886270523,1.999999999999993,0.7007334232330322,0.510986328125,0.1089518638327717,0.0210537686944007
8,8,0.0432850457727909,2.008216857910156,0.1343628019094467,1.999999999999993,0.7184315919876099,0.5224609375,0.1109332689084112,0.0140655972063541
9,9,0.0333210006356239,2.0122289657592773,0.1155224069952964,1.999999999999993,0.7128748297691345,0.509765625,0.1087037827819585,0.0099640451371669
10,10,0.023574773222208,2.016786813735962,0.1134728863835334,1.999999999999993,0.7268285751342773,0.505859375,0.1063703000545501,0.0097462274134159
11,11,0.0280832182615995,2.018432378768921,0.1229035779833793,1.999999999999993,0.6965206265449524,0.502685546875,0.1096764989197254,0.0045084450393915
12,12,0.0240868125110864,2.02059006690979,0.1206891536712646,1.999999999999993,0.6846475005149841,0.494384765625,0.1088212309405207,0.003996405750513
13,13,0.0193344503641128,2.0226120948791504,0.102110855281353,1.999999999999993,0.6816446781158447,0.48486328125,0.1055936352349817,0.0047523621469736
14,14,0.0154689662158489,2.021372079849243,0.0866786167025566,1.999999999999993,0.7075961828231812,0.501953125,0.1055323211476206,0.0038654841482639
15,15,0.017019348219037,2.0151689052581787,0.0752530992031097,1.999999999999993,0.7010056376457214,0.500244140625,0.1052790009416639,0.0015503820031881
16,16,0.0175227914005517,2.010078191757202,0.0610471852123737,1.999999999999993,0.7134671807289124,0.5029296875,0.1144016198813915,0.0005034431815147
17,17,0.0164548736065626,2.007288932800293,0.0586351342499256,1.999999999999993,0.6958522796630859,0.4990234375,0.1112074651755392,0.0010679177939891
18,18,0.0203587152063846,2.0023229122161865,0.0691694915294647,1.999999999999993,0.7136325240135193,0.504638671875,0.1058887080289423,0.003903841599822
19,19,0.0155895501375198,2.003938674926758,0.0758266299962997,1.999999999999993,0.6967400908470154,0.491943359375,0.1070323637686669,0.0047691650688648
20,20,0.0146539416164159,2.002403736114502,0.0867188572883606,1.999999999999993,0.7097673416137695,0.5107421875,0.1056249663233757,0.0009356085211038
21,21,0.0156348478049039,1.9994213581085205,0.086342416703701,1.999999999999993,0.7122561931610107,0.50341796875,0.1037373282015323,0.000980906188488
22,22,0.0099994298070669,2.0031254291534424,0.0802047699689865,1.999999999999993,0.6936588883399963,0.48974609375,0.1050456040538847,0.005635417997837
23,23,0.0096975304186344,2.0013532638549805,0.072292648255825,1.999999999999993,0.6995678544044495,0.507568359375,0.1050781551748514,0.0003018993884325
24,24,0.0086917001754045,2.002739191055298,0.0659314468502998,1.999999999999993,0.7255510091781616,0.50927734375,0.1073242863640189,0.0010058302432298
25,25,0.0066208895295858,2.0043210983276367,0.0553705729544162,1.999999999999993,0.7262146472930908,0.510986328125,0.1062555108219385,0.0020708106458187
26,26,0.0092416517436504,2.001783609390259,0.0515760034322738,1.999999999999993,0.7043614983558655,0.499267578125,0.1116087269037962,0.0026207622140645
27,27,0.00646668439731,2.0035271644592285,0.0496443174779415,1.999999999999993,0.7147841453552246,0.484619140625,0.1087842909619212,0.0027749673463404
28,28,0.0068496223539114,2.00266695022583,0.0497699007391929,1.999999999999993,0.7032025456428528,0.49560546875,0.1051729642786085,0.0003829379566013
29,29,0.0044404687359929,2.0028555393218994,0.0524129346013069,1.999999999999993,0.7289154529571533,0.5068359375,0.1084357993677258,0.0024091536179184
30,30,0.0037846192717552,2.0011346340179443,0.0532930567860603,1.999999999999993,0.7146453261375427,0.50927734375,0.1082795984111726,0.0006558494642376
31,31,0.001630118349567,2.003289222717285,0.0545054338872432,1.999999999999993,0.7194926142692566,0.50830078125,0.103984017856419,0.0021545009221881
32,32,0.0004845920484513,2.0035526752471924,0.05344844982028,1.999999999999993,0.7236747145652771,0.50927734375,0.1038471329957246,0.0011455263011157
33,33,0.0010768828215077,2.001012086868286,0.0539039671421051,1.999999999999993,0.7147303223609924,0.505859375,0.1062110508792102,0.0005922907730564
34,34,0.0011962971184402,2.0014281272888184,0.0512646175920963,1.999999999999993,0.7169700264930725,0.519775390625,0.1058891038410365,0.0001194142969325
35,35,0.0004552350146695,2.0003342628479004,0.0478397160768508,1.999999999999993,0.7202258706092834,0.49658203125,0.1073159608058631,0.0007410621037706
36,36,0.0018049110658466,2.000128984451294,0.0466821640729904,1.999999999999993,0.732174813747406,0.519287109375,0.1099575548432767,0.001349676051177
37,37,0.0028153015300631,1.9996941089630127,0.0458469465374946,1.999999999999993,0.6867811679840088,0.49169921875,0.1075525199994444,0.0010103904642164
38,38,0.0024020124692469,2.0009453296661377,0.0464407391846179,1.999999999999993,0.7098919749259949,0.514892578125,0.1077361218631267,0.0004132890608161
39,39,0.0036634723655879,2.000398874282837,0.0470008291304111,1.999999999999993,0.7234644889831543,0.50830078125,0.1133239339105784,0.0012614598963409
40,40,0.0036664365325123,2.0005035400390625,0.0465243607759475,1.999999999999993,0.7174474000930786,0.492431640625,0.1095327199436724,2.9641669243574142e-06
41,41,0.0059846900403499,2.001004934310913,0.0495282635092735,1.999999999999993,0.7206642031669617,0.49853515625,0.1058789659291505,0.0023182535078376
42,42,0.0039053219370543,2.0013444423675537,0.0483498983085155,1.999999999999993,0.7191136479377747,0.517822265625,0.1069619366899132,0.0020793681032955
43,43,0.0054128202609717,2.001039743423462,0.0475364923477172,1.999999999999993,0.7040794491767883,0.505615234375,0.1063086870126426,0.0015074983239173
44,44,0.004623376764357,2.000960111618042,0.0464369468390941,1.999999999999993,0.7302237153053284,0.510986328125,0.1065905219875276,0.0007894434966146
45,45,0.0053703105077147,2.0023014545440674,0.0453490242362022,1.999999999999993,0.7090043425559998,0.48876953125,0.1066779028624296,0.0007469337433576
46,46,0.0065728146582841,2.0011680126190186,0.0423661842942237,1.999999999999993,0.7197557091712952,0.51123046875,0.1108514382503926,0.0012025041505694
47,47,0.0080205257982015,2.0014724731445312,0.0406230613589286,1.999999999999993,0.7027958035469055,0.50048828125,0.1084456020034849,0.0014477111399173
48,48,0.0062499186024069,2.002228021621704,0.040041547268629,1.999999999999993,0.6857292652130127,0.4736328125,0.1047743889503181,0.0017706071957945
49,49,0.009331707842648,2.0012431144714355,0.0410532653331756,1.999999999999993,0.730927050113678,0.51708984375,0.1084659001789987,0.003081789240241
50,50,0.0064441207796335,2.002354860305786,0.0409084819257259,1.999999999999993,0.7100940942764282,0.503662109375,0.1072061099112033,0.0028875870630145
